"","rowname","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"1966","s__Bacillus wiedmannii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1967","s__Bacterioplanes sanyensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1968","s__Bacteriovorax stolpii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1969","s__Bacteroides caccae",2.591549,-0.2854021,0.2831265,-1.008038,0.3134364,0.478959,FALSE,"species"
"1970","s__Bacteroides caecimuris",2.295775,0.3439544,0.2450944,1.403355,0.160511,NA,NA,"species"
"1971","s__Bacteroides fragilis",1.774648,-0.05592034,0.2579037,-0.2168265,0.8283436,NA,NA,"species"
"1972","s__Bacteroides heparinolyticus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1973","s__Bacteroides intestinalis",1.887324,-0.112935,0.2498592,-0.4519944,0.651273,NA,NA,"species"
"1974","s__Bacteroides luhongzhouii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1975","s__Bacteroides ovatus",1.830986,0.02654182,0.2546244,0.1042391,0.9169796,NA,NA,"species"
"1976","s__Bacteroides salyersiae",2.056338,0.1123573,0.2420576,0.4641759,0.6425217,NA,NA,"species"
"1977","s__Bacteroides sp. A1C1",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1978","s__Bacteroides sp. CACC 737",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1979","s__Bacteroides sp. CBA7301",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"1980","s__Bacteroides sp. HF-162",2.183099,0.2995603,0.2437032,1.229202,0.2189963,NA,NA,"species"
"1981","s__Bacteroides sp. M10",2.028169,0.07716789,0.243102,0.3174301,0.7509173,NA,NA,"species"
"1982","s__Bacteroides xylanisolvens",2.225352,-0.0658358,0.2377739,-0.276884,0.7818692,NA,NA,"species"
"1983","s__Bacteroides zhangwenhongi",1.971831,-0.1203429,0.244664,-0.4918702,0.6228111,NA,NA,"species"
"1984","s__Bacteroides zoogleoformans",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1985","s__Baekduia soli",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1986","s__Barnesiella viscericola",2.126761,0.1575413,0.2395174,0.6577448,0.5107021,NA,NA,"species"
"1987","s__Bartonella ancashensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1988","s__Bartonella apis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1989","s__Bartonella australis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1990","s__Bartonella bacilliformis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1991","s__Bartonella birtlesii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1992","s__Bartonella elizabethae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1993","s__Bartonella henselae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1994","s__Bartonella kosoyi",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1995","s__Bartonella krasnovii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1996","s__Bartonella quintana",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1997","s__Bartonella sp. HY038",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1998","s__Bartonella tribocorum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"1999","s__Bartonella vinsonii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2000","s__Beggiatoa leptomitoformis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2001","s__Bergeyella cardium",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2002","s__Bernardetia litoralis",2.380282,-0.5077946,0.2532215,-2.005337,0.04492702,0.1566686,FALSE,"species"
"2003","s__Berryella intestinalis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2004","s__Bifidobacterium actinocoloniiforme",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2005","s__Bifidobacterium adolescentis",2.197183,0.2381598,0.2387995,0.9973209,0.3186088,NA,NA,"species"
"2006","s__Bifidobacterium angulatum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2007","s__Bifidobacterium animalis",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2008","s__Bifidobacterium asteroides",2.549296,-0.428993,0.2685325,-1.597546,0.1101441,0.2340563,FALSE,"species"
"2009","s__Bifidobacterium bifidum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2010","s__Bifidobacterium breve",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2011","s__Bifidobacterium catenulatum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2012","s__Bifidobacterium choerinum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2013","s__Bifidobacterium dentium",8.56338,-0.04757948,0.3973542,-0.1197407,0.9046885,0.9181914,FALSE,"species"
"2014","s__Bifidobacterium eulemuris",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2015","s__Bifidobacterium imperatoris",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2016","s__Bifidobacterium indicum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2017","s__Bifidobacterium lemurum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2018","s__Bifidobacterium longum",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2019","s__Bifidobacterium pseudocatenulatum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2020","s__Bifidobacterium pseudolongum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2021","s__Bifidobacterium pullorum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2022","s__Bifidobacterium saguini",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2023","s__Bifidobacterium scardovii",2.084507,-0.129283,0.2388197,-0.5413414,0.5882723,NA,NA,"species"
"2024","s__Bifidobacterium subtile",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2025","s__Bifidobacterium thermophilum",1.84507,-0.131074,0.2525518,-0.5189987,0.6037617,NA,NA,"species"
"2026","s__Biomaibacter acetigenes",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2027","s__Blastochloris tepida",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2028","s__Blautia producta",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2029","s__Blautia sp. LZLJ-3",2.464789,0.5090137,0.2868194,1.774683,0.07595019,0.1962176,FALSE,"species"
"2030","s__Bombilactobacillus bombi",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2031","s__Bordetella bronchialis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2032","s__Bordetella bronchiseptica",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2033","s__Bordetella genomosp. 6",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2034","s__Bordetella hinzii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2035","s__Bordetella holmesii",3.183099,0.1520032,0.3654408,0.4159448,0.6774504,0.7551906,FALSE,"species"
"2036","s__Borrelia anserina",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2037","s__Borrelia coriaceae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2038","s__Borrelia crocidurae",2.056338,-0.0874628,0.2403337,-0.3639223,0.715916,NA,NA,"species"
"2039","s__Borrelia miyamotoi",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2040","s__Borrelia recurrentis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2041","s__Borrelia sp. A-FGy1",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2042","s__Borrelia sp. HM",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2043","s__Borrelia turcica",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2044","s__Borreliella afzelii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2045","s__Borreliella bavariensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2046","s__Borreliella burgdorferi",2.394366,0.1942073,0.2372586,0.8185468,0.413045,0.5674154,FALSE,"species"
"2047","s__Borreliella garinii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2048","s__Borreliella mayonii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2049","s__Borreliella valaisiana",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2050","s__Boseongicola sp. CCM32",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2051","s__Brachybacterium avium",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2052","s__Brachybacterium faecium",2.183099,-0.2667865,0.235221,-1.134195,0.2567127,NA,NA,"species"
"2053","s__Brachybacterium ginsengisoli",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2054","s__Brachybacterium saurashtrense",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2055","s__Brachybacterium vulturis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2056","s__Brachyspira hampsonii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2057","s__Brachyspira hyodysenteriae",2.084507,-0.129283,0.2388197,-0.5413414,0.5882723,NA,NA,"species"
"2058","s__Brachyspira intermedia",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2059","s__Brachyspira murdochii",2.507042,0.2390188,0.2566301,0.9313745,0.3516599,0.5034289,FALSE,"species"
"2060","s__Brachyspira pilosicoli",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2061","s__Brasilonema sennae",2.140845,0.1740294,0.2392297,0.7274574,0.4669458,NA,NA,"species"
"2062","s__Breoghania sp. L-A4",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2063","s__Brevefilum fermentans",2.028169,0.03652591,0.2426783,0.1505116,0.880361,NA,NA,"species"
"2064","s__Brevirhabdus pacifica",2.042254,0.05444781,0.2421271,0.2248729,0.8220782,NA,NA,"species"
"2065","s__Brucella suis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2066","s__Bulleidia sp. zg-1006",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2067","s__Burkholderia ambifaria",1.619718,-0.008561985,0.2703085,-0.03167487,0.9747313,NA,NA,"species"
"2068","s__Burkholderia anthina",2.140845,0.1740294,0.2392297,0.7274574,0.4669458,NA,NA,"species"
"2069","s__Burkholderia cenocepacia",2.366197,0.5253274,0.3065076,1.713913,0.08654463,NA,NA,"species"
"2070","s__Burkholderia cepacia",1.830986,-0.1521356,0.2534142,-0.6003437,0.5482772,NA,NA,"species"
"2071","s__Burkholderia contaminans",2.140845,-0.8230589,0.2888597,-2.849338,0.004381036,NA,NA,"species"
"2072","s__Burkholderia diffusa",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2073","s__Burkholderia gladioli",1.957746,-0.0147546,0.246156,-0.05994003,0.9522034,NA,NA,"species"
"2074","s__Burkholderia glumae",2.605634,-0.3634046,0.3401677,-1.06831,0.2853806,0.4461123,FALSE,"species"
"2075","s__Burkholderia lata",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2076","s__Burkholderia latens",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2077","s__Burkholderia mallei",2.169014,-0.2479275,0.2355133,-1.052711,0.2924734,NA,NA,"species"
"2078","s__Burkholderia metallica",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2079","s__Burkholderia multivorans",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2080","s__Burkholderia oklahomensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2081","s__Burkholderia phage phiE094",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2082","s__Burkholderia plantarii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2083","s__Burkholderia pseudomallei",2.929577,0.9172269,0.3454689,2.65502,0.007930361,0.05991828,FALSE,"species"
"2084","s__Burkholderia pyrrocinia",1.830986,-0.1521356,0.2534142,-0.6003437,0.5482772,NA,NA,"species"
"2085","s__Burkholderia seminalis",1.971831,-0.3266248,0.2442928,-1.337022,0.1812155,NA,NA,"species"
"2086","s__Burkholderia sp. BDU6",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2087","s__Burkholderia sp. BDU8",2.380282,0.4288433,0.2444312,1.754454,0.07935271,0.1962176,FALSE,"species"
"2088","s__Burkholderia sp. Bp7605",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2089","s__Burkholderia sp. CCGE1003",1.84507,-0.131074,0.2525518,-0.5189987,0.6037617,NA,NA,"species"
"2090","s__Burkholderia sp. DHOD12",2.056338,0.1123573,0.2420449,0.4642003,0.6425042,NA,NA,"species"
"2091","s__Burkholderia sp. KBS0801",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2092","s__Burkholderia sp. KJ006",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2093","s__Burkholderia sp. LA-2-3-30-S1-D2",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2094","s__Burkholderia sp. LAS2",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2095","s__Burkholderia sp. MS389",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2096","s__Burkholderia sp. MS455",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2097","s__Burkholderia sp. MSMB0266",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2098","s__Burkholderia sp. MSMB1588",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2099","s__Burkholderia sp. MSMB617WGS",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2100","s__Burkholderia sp. NK8",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2101","s__Burkholderia sp. NRF60-BP8",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2102","s__Burkholderia sp. PAMC 26561",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2103","s__Burkholderia sp. THE68",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2104","s__Burkholderia sp. YI23",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2105","s__Burkholderia stabilis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2106","s__Burkholderia stagnalis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2107","s__Burkholderia territorii",1.774648,0.1765019,0.2603907,0.677835,0.4978763,NA,NA,"species"
"2108","s__Burkholderia thailandensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2109","s__Burkholderia ubonensis",2.070423,0.08963724,0.2411154,0.3717607,0.710071,NA,NA,"species"
"2110","s__Burkholderia vietnamiensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2111","s__Burkholderia virus BcepSaruman",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2112","s__Buttiauxella sp. 3AFRM03",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2113","s__Butyricimonas faecalis",2.295775,-0.4093909,0.2400591,-1.705375,0.08812447,NA,NA,"species"
"2114","s__Butyricimonas virosa",1.887324,-0.112935,0.2498592,-0.4519945,0.6512729,NA,NA,"species"
"2115","s__Butyrivibrio fibrisolvens",2.028169,-0.003989251,0.2423252,-0.01646238,0.9868655,NA,NA,"species"
"2116","s__Caballeronia insecticola",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2117","s__Caldibacillus thermoamylovorans",2.056338,0.07214981,0.2416055,0.2986265,0.765225,NA,NA,"species"
"2118","s__Caldilinea aerophila",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2119","s__Caloramator sp. E03",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2120","s__Caloranaerobacter azorensis",2.042254,0.05444781,0.2421271,0.2248729,0.8220782,NA,NA,"species"
"2121","s__Calycomorphotria hydatis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2122","s__Campylobacter avium",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"2123","s__Campylobacter coli",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"2124","s__Campylobacter gracilis",1.915493,0.01267917,0.2489543,0.05092969,0.9593815,NA,NA,"species"
"2125","s__Campylobacter hominis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2126","s__Campylobacter jejuni",1.760563,-0.1236511,0.2585157,-0.4783118,0.6324283,NA,NA,"species"
"2127","s__Campylobacter pinnipediorum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2128","s__Campylobacter showae",1.901408,-0.006686159,0.2496753,-0.02677942,0.9786357,NA,NA,"species"
"2129","s__Campylobacter sp. CCUG 57310",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2130","s__Candida albicans",23.66197,0.4588964,0.4372,1.049626,0.2938902,0.454194,FALSE,"species"
"2131","s__Candida orthopsilosis",3.478873,0.9958839,0.3295009,3.022401,0.002507781,0.02705722,TRUE,"species"
"2132","s__Candidatus Accumulibacter phosphatis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2133","s__Candidatus Arthromitus sp. SFB-rat-Yit",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2134","s__Candidatus Babela massiliensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2135","s__Candidatus Campylobacter infans",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2136","s__Candidatus Chazhemtobacterium aquaticus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2137","s__Candidatus Coxiella mudrowiae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2138","s__Candidatus Cytomitobacter primus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2139","s__Candidatus Deianiraea vastatrix",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"2140","s__Candidatus Desulfofervidus auxilii",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"2141","s__Candidatus Desulforudis audaxviator",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2142","s__Candidatus Desulfovibrio trichonymphae",2.070423,0.08963724,0.2411221,0.3717505,0.7100787,NA,NA,"species"
"2143","s__Candidatus Endolissoclinum faulkneri",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2144","s__Candidatus Erwinia haradaeae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2145","s__Candidatus Filomicrobium marinum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2146","s__Candidatus Formimonas warabiya",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2147","s__Candidatus Frankia datiscae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2148","s__Candidatus Fukatsuia symbiotica",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2149","s__Candidatus Hodgkinia cicadicola",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2150","s__Candidatus Izimaplasma sp. HR1",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2151","s__Candidatus Kinetoplastibacterium galatii",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2152","s__Candidatus Kinetoplastibacterium sorsogonicusi",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2153","s__Candidatus Koribacter versatilis",1.915493,0.01267917,0.2489543,0.05092969,0.9593815,NA,NA,"species"
"2154","s__Candidatus Liberibacter asiaticus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2155","s__Candidatus Mancarchaeum acidiphilum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2156","s__Candidatus Methanomethylophilus alvus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2157","s__Candidatus Methylopumilus turicensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2158","s__Candidatus Mycoplasma haemolamae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2159","s__Candidatus Nanohalobium constans",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2160","s__Candidatus Nanosynbacter lyticus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2161","s__Candidatus Neoehrlichia mikurensis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2162","s__Candidatus Nitrosacidococcus tergens",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2163","s__Candidatus Nitrosocosmicus franklandus",2.056338,-0.04771062,0.2405805,-0.1983146,0.8427989,NA,NA,"species"
"2164","s__Candidatus Nitrosocosmicus hydrocola",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2165","s__Candidatus Nitrosocosmicus oleophilus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2166","s__Candidatus Nitrosoglobus terrae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2167","s__Candidatus Nitrososphaera gargensis",2.042254,0.0141581,0.2417556,0.05856367,0.9532996,NA,NA,"species"
"2168","s__Candidatus Nitrospira inopinata",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2169","s__Candidatus Paracaedibacter acanthamoebae",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2170","s__Candidatus Phaeomarinobacter ectocarpi",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2171","s__Candidatus Phycorickettsia trachydisci",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2172","s__Candidatus Phytoplasma australiense",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2173","s__Candidatus Planktophila dulcis",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2174","s__Candidatus Planktophila lacus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2175","s__Candidatus Profftella armatura",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2176","s__Candidatus Prometheoarchaeum syntrophicum",2.056338,0.07214981,0.2416055,0.2986265,0.765225,NA,NA,"species"
"2177","s__Candidatus Promineofilum breve",3.366197,0.6785285,0.3638983,1.86461,0.06223604,0.1800873,FALSE,"species"
"2178","s__Candidatus Protochlamydia naegleriophila",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2179","s__Candidatus Rhodoluna planktonica",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2180","s__Candidatus Saccharimonas aalborgensis",2.014085,-0.02236778,0.2429235,-0.09207747,0.9266365,NA,NA,"species"
"2181","s__Candidatus Sneabacter namystus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2182","s__Candidatus Sodalis pierantonius",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2183","s__Candidatus Vampirococcus archaeovorus",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2184","s__Candidatus Walczuchella monophlebidarum",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2185","s__Capnocytophaga endodontalis",1.943662,-0.07594882,0.2465626,-0.3080306,0.7580591,NA,NA,"species"
"2186","s__Capnocytophaga haemolytica",2.211268,0.2157919,0.2382396,0.9057771,0.3650539,NA,NA,"species"
"2187","s__Capnocytophaga leadbetteri",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2188","s__Capnocytophaga sp. oral taxon 323",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2189","s__Capnocytophaga sp. oral taxon 864",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2190","s__Capnocytophaga sp. oral taxon 878",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2191","s__Capnocytophaga sputigena",1.788732,0.05699,0.2578884,0.2209871,0.8251025,NA,NA,"species"
"2192","s__Caproiciproducens sp. NJN-50",2.112676,-0.169925,0.2374849,-0.7155189,0.4742885,NA,NA,"species"
"2193","s__Carboxydothermus hydrogenoformans",2.014085,0.01837856,0.2432578,0.07555178,0.9397757,NA,NA,"species"
"2194","s__Cardinium endosymbiont of Sogatella furcifera",2,3.266678e-08,0.2438653,1.339542e-07,0.9999999,NA,NA,"species"
"2195","s__Cardiobacterium hominis",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
"2196","s__Casimicrobium huifangae",1.84507,-0.131074,0.2525518,-0.5189987,0.6037617,NA,NA,"species"
"2197","s__Castellaniella defragrans",2.042254,-0.06608915,0.241159,-0.2740481,0.7840477,NA,NA,"species"
"2198","s__Catellatospora sp. IY07-71",1.985915,-0.01861564,0.2445002,-0.07613753,0.9393097,NA,NA,"species"
