"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"g__Marinomonas",0.191680226046255,-0.607733781997789,2.93708156657588,-0.206917570459679,0.836074234219151,0.998989415973894,FALSE,"genus"
"g__Marivirga",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Marmoricola",0.00684528278787706,-0.443556746495748,2.93772944785328,-0.150986247838402,0.879986564163608,0.998989415973894,FALSE,"genus"
"g__Massilistercora",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998989415973894,FALSE,"genus"
"g__Megamonas",0.185041535798291,-1.39954963449012,2.93484769973871,-0.476873002512098,0.633452557576893,0.998989415973894,FALSE,"genus"
"g__Megasphaera",0.142783019099639,-1.43555027993252,2.93554210344373,-0.489023910864182,0.624824768749743,0.998989415973894,FALSE,"genus"
"g__Melioribacter",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Melittangium",0.00582386849454235,-0.461325494644626,2.9377643401273,-0.1570328458084,0.875218962012988,0.998989415973894,FALSE,"genus"
"g__Methylacidimicrobium",0.251887701667548,-0.900376634717518,2.93715699317403,-0.306546989762549,0.759188208025265,0.998989415973894,FALSE,"genus"
"g__Methylibium",0.0158842391385886,-0.29762774282415,2.93745810207174,-0.101321527825108,0.919295227399979,0.998989415973894,FALSE,"genus"
"g__Methylobacterium",26.9472792314116,-3.33520875732797,1.38881874458144,-2.40147158896039,0.0163292770417372,0.998989415973894,FALSE,"genus"
"g__Methylosinus",0.175696495278288,-1.56963507424667,2.93517389246771,-0.534767319331469,0.592810764094004,0.998989415973894,FALSE,"genus"
"g__Methylotenera",0.34072185755037,-2.52366339442688,2.93083545195401,-0.861073040707329,0.389197816257527,0.998989415973894,FALSE,"genus"
"g__Methylovirgula",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Methylovulum",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Micavibrio",0.00467252026000179,-0.483104098844983,2.93780767730509,-0.164443745782618,0.869381828122679,0.998989415973894,FALSE,"genus"
"g__Micrococcus",1.17886386437005,-0.747980715418696,2.34249206385798,-0.319309818359344,0.749491588113332,0.998989415973894,FALSE,"genus"
"g__Micromonospora",1.49443119312059,-3.72162053563086,2.30056078431656,-1.61770145827138,0.105726951587478,0.998989415973894,FALSE,"genus"
"g__Micropruina",0.0209712932010933,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Microterricola",1.77402353275425,-3.53214971176862,1.96883879778035,-1.7940268729724,0.0728088796867035,0.998989415973894,FALSE,"genus"
"g__Minicystis",0.40509087789314,-2.3332652484815,2.34289207146847,-0.995891051446967,0.319303083670803,0.998989415973894,FALSE,"genus"
"g__Mixta",0.180838677850134,-1.30530959049244,2.93589058100349,-0.444604304717067,0.656605736045231,0.998989415973894,FALSE,"genus"
"g__Mobilicoccus",0.0338590645909826,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Modestobacter",0.415316482846922,-1.30530959314039,2.93589058099609,-0.444604305620112,0.656605735392514,0.998989415973894,FALSE,"genus"
"g__Moonvirus",0.0110179774757349,-0.392820968834163,2.93763207761649,-0.13372027485242,0.893623772137189,0.998989415973894,FALSE,"genus"
"g__Moraxella",2.38748655325153,-1.71714501374972,1.60283367289809,-1.07131828010884,0.284026343116727,0.998989415973894,FALSE,"genus"
"g__Mumia",0.046306268779763,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Murdochiella",0.233596159459297,-2.02362281061759,2.93295014737594,-0.689961543474611,0.490218371567479,0.998989415973894,FALSE,"genus"
"g__Mycobacterium",3.52151981291559,-1.75907362849029,0.903251171839413,-1.94749111136834,0.0514758843682744,0.998989415973894,FALSE,"genus"
"g__Mycobacteroides",0.492318674376591,-0.440123565923324,2.70822717791377,-0.162513532658056,0.870901472412443,0.998989415973894,FALSE,"genus"
"g__Mycoplasma",0.124024624130593,-1.17515183261831,2.93627086276944,-0.400219151277456,0.68899511011185,0.998989415973894,FALSE,"genus"
"g__Mycoplasmopsis",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Myroides",3.10342120893616,-1.20685861658765,1.45180730022784,-0.831280168103752,0.405815375328744,0.998989415973894,FALSE,"genus"
"g__Myxococcus",0.00467252026000179,-0.483104098844983,2.93780767730509,-0.164443745782618,0.869381828122679,0.998989415973894,FALSE,"genus"
"g__Nakamurella",0.0504956246398726,-0.774551418615158,2.93708113811395,-0.263714682091669,0.791999781244899,0.998989415973894,FALSE,"genus"
"g__Nakaseomyces",0.163966936102007,0.660663063316897,2.81461548055964,0.234725868552934,0.814421508391221,0.998989415973894,FALSE,"genus"
"g__Natranaerobius",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Neisseria",0.0698286148576031,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Neorhizobium",0.683582464143027,-3.30209335163816,2.92712596123901,-1.12810087278937,0.259277320601319,0.998989415973894,FALSE,"genus"
"g__Neurospora",126.512048496334,0.529622928264529,0.695733738752486,0.761243703969555,0.446511518705873,0.998989415973894,FALSE,"genus"
"g__Niabella",0.197658557188074,-1.71943369287537,2.93464518629739,-0.58590854557268,0.557936974330512,0.998989415973894,FALSE,"genus"
"g__Niallia",0.00758445450727296,-0.431145590398638,2.93770532168377,-0.146762708708824,0.883319320026871,0.998989415973894,FALSE,"genus"
"g__Nibricoccus",0.131772371458716,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998989415973894,FALSE,"genus"
"g__Nitratireductor",0.0164191530899111,-0.478144571366407,2.93779775234004,-0.162756122672349,0.870710456557295,0.998989415973894,FALSE,"genus"
"g__Nitrososphaera",0.0448187914469447,-0.38249182845215,2.93761265702255,-0.130204990619774,0.896404246251797,0.998989415973894,FALSE,"genus"
"g__Nitrospira",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Nitrospirillum",0.0361763764914491,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Nocardia",24.3152567223168,-0.403403745788903,1.07800670952629,-0.374212648422356,0.708246114437677,0.998989415973894,FALSE,"genus"
"g__Nocardioides",0.647836836799401,-2.16133764296691,1.83329617032684,-1.17893533949923,0.238423924344148,0.998989415973894,FALSE,"genus"
"g__Nordella",0.207782298306416,-0.797405689706984,2.93744445249366,-0.271462389367073,0.786035422914871,0.998989415973894,FALSE,"genus"
"g__Nosocomiicoccus",0.0116477369890847,-0.363386672242085,2.93757708999775,-0.123702854804864,0.90155055121746,0.998989415973894,FALSE,"genus"
"g__Nostoc",0.646470974351553,-0.998254723275547,1.91420186581928,-0.521499190394057,0.602019069420463,0.998989415973894,FALSE,"genus"
"g__Novibacillus",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Noviherbaspirillum",2.37575874618944,0.970666822704771,2.50681667933834,0.387210931978071,0.698600057649147,0.998989415973894,FALSE,"genus"
"g__Oceanimonas",0.049932157476007,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Oceanispirochaeta",0.0247804634465912,-0.512564613549049,2.9374056821404,-0.174495683951819,0.861475922442443,0.998989415973894,FALSE,"genus"
"g__Oceanithermus",0.00492821531905378,-0.477334329836418,2.9377961343979,-0.162480413207517,0.870927551317537,0.998989415973894,FALSE,"genus"
"g__Odoribacter",0.01324786813807,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Ogataea",4.92688816904257,0.637037879936995,0.816547484108038,0.780160238486153,0.435296563080958,0.998989415973894,FALSE,"genus"
"g__Oleiharenicola",0.0242066910544936,-0.533836132196179,2.93744635779743,-0.181734767948737,0.855790879419988,0.998989415973894,FALSE,"genus"
"g__Olsenella",0.418236310217546,-0.556105389463644,2.2356535975442,-0.248743987026661,0.803558821235699,0.998989415973894,FALSE,"genus"
"g__Orientia",0.0308708458531753,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Ornithinimicrobium",0.0144857572617955,-0.498607137002385,2.93747280458063,-0.169740171287668,0.865214480341083,0.998989415973894,FALSE,"genus"
"g__Orthobunyavirus",0.0216987943008143,-0.382491822495787,2.93761265701139,-0.130204988592648,0.896404247855557,0.998989415973894,FALSE,"genus"
"g__Owenweeksia",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Oxynema",0.0140175607800054,-0.328678460678726,2.93751363174458,-0.111890020569377,0.910910609346849,0.998989415973894,FALSE,"genus"
"g__Paeniglutamicibacter",0.131772371458716,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998989415973894,FALSE,"genus"
"g__Pajaroellobacter",0.11198983093134,-1.37465861413989,2.93570121033104,-0.468255628094006,0.639601795594456,0.998989415973894,FALSE,"genus"
"g__Paludibacter",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Paludibacterium",0.152308219822347,-0.967937577846671,2.93526387317295,-0.329761690828959,0.741580035929666,0.998989415973894,FALSE,"genus"
"g__Paludibaculum",0.0812791024033137,-0.68342096953746,2.93731149092334,-0.232668878206931,0.816018537612927,0.998989415973894,FALSE,"genus"
"g__Pandoraea",0.322176187586182,-0.976352213682117,2.24904216525097,-0.434119123583958,0.664201939162051,0.998989415973894,FALSE,"genus"
"g__Pantoea",0.0863739123811118,-0.286806756673412,2.93743902094632,-0.0976383695553329,0.92221945555494,0.998989415973894,FALSE,"genus"
"g__Parachlamydia",0.0244261695693129,-0.634477489951016,2.93764687101995,-0.215981538220326,0.829002138309615,0.998989415973894,FALSE,"genus"
"g__Paraoceanicella",0.0738780511133414,-0.478144562999978,2.93779775232333,-0.162756119825418,0.87071045879893,0.998989415973894,FALSE,"genus"
"g__Paraprevotella",0.0346242767794173,-1.01141659035668,2.93679914748729,-0.3443941991137,0.730549850796433,0.998989415973894,FALSE,"genus"
"g__Pararhodospirillum",0.237013452136878,-1.43555027733296,2.93554210345039,-0.489023909977526,0.624824769377462,0.998989415973894,FALSE,"genus"
"g__Pectinatus",0.306478098028311,-2.41171145116524,2.93142370938392,-0.82270994924582,0.410672956130025,0.998989415973894,FALSE,"genus"
"g__Pediococcus",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Pelosinus",0.0485130152556103,-0.709837739556762,2.93727961387801,-0.241665020995254,0.809039735462716,0.998989415973894,FALSE,"genus"
"g__Peptoniphilus",0.308157776051662,-2.11529062502419,2.93117297516931,-0.721653291342183,0.470507665994173,0.998989415973894,FALSE,"genus"
"g__Peribacillus",0.0738780511133414,-0.478144562999978,2.93779775232333,-0.162756119825418,0.87071045879893,0.998989415973894,FALSE,"genus"
"g__Permianibacter",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Phnomibacter",0.142684636009245,-0.375903799181816,2.74830207962908,-0.136776740070927,0.891207269564961,0.998989415973894,FALSE,"genus"
"g__Phocaeicola",0.894333439701476,-2.41698907808455,2.56976263202871,-0.940549546467816,0.34693574769839,0.998989415973894,FALSE,"genus"
"g__Phreatobacter",0.0228400591438723,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Phycisphaera",0.050769406607449,-0.668798836883429,2.93719837848941,-0.227699579906274,0.819879799046897,0.998989415973894,FALSE,"genus"
"g__Phytohabitans",0.400253707426289,-1.21823772373952,2.67877195665349,-0.454774704025731,0.649271330559986,0.998989415973894,FALSE,"genus"
"g__Pichia",52.5434155431869,0.498279287266805,0.626445674357219,0.795407020374237,0.426376777519141,0.998989415973894,FALSE,"genus"
"g__Pimelobacter",0.0232991029127364,-0.382491833312171,2.93761265703166,-0.130204992273782,0.896404244943229,0.998989415973894,FALSE,"genus"
"g__Planctomyces",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Pleurocapsa",0.0230116262719364,-0.286806766767383,2.93743902096405,-0.0976383729910603,0.922219452826662,0.998989415973894,FALSE,"genus"
"g__Polystyrenella",0.00246410765952689,-0.523991050728388,2.93789076591236,-0.17835620602649,0.858443240324228,0.998989415973894,FALSE,"genus"
"g__Pontibacter",0.148754637828397,-1.15019261073158,2.93500520118607,-0.391887758926891,0.695141148012066,0.998989415973894,FALSE,"genus"
"g__Pontimonas",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Porphyrobacter",0.0223222413782071,-0.872319455975138,2.93724678207124,-0.296985415491718,0.766477643834409,0.998989415973894,FALSE,"genus"
"g__Prevotella",3.64293244673619,-1.38504032106062,2.22184100616882,-0.623375082742254,0.53303806819197,0.998989415973894,FALSE,"genus"
"g__Priestia",0.0569686682728856,-0.974429166969577,2.93692675644299,-0.331785314302403,0.740051374234457,0.998989415973894,FALSE,"genus"
"g__Propionibacterium",0.131873425764387,-0.58863115111493,2.93755384920948,-0.200381399399141,0.841182305608339,0.998989415973894,FALSE,"genus"
"g__Providencia",0.216448456230196,-1.15019312947025,2.93500519981224,-0.391887935852323,0.695141017280127,0.998989415973894,FALSE,"genus"
"g__Pseudobutyrivibrio",0.00291193424727118,-0.515437574277274,2.93787319524582,-0.175445820844608,0.860729339065904,0.998989415973894,FALSE,"genus"
"g__Pseudoclostridium",0.10981030954893,-1.17515219756924,2.93627086165387,-0.400219275720132,0.688995018462845,0.998989415973894,FALSE,"genus"
"g__Pseudohongiella",0.00342264139393853,-0.505851199260358,2.93785362200271,-0.17218393573861,0.863292926690008,0.998989415973894,FALSE,"genus"
"g__Pseudolabrys",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Pseudomonas",84.8949232789243,-0.283687149880214,0.727670365995559,-0.389856675683212,0.696642531825182,0.998989415973894,FALSE,"genus"
"g__Pseudonocardia",2.28084287306927,-3.2127705494401,1.95659639069459,-1.64202007359299,0.10058584408211,0.998989415973894,FALSE,"genus"
"g__Pseudorhodoplanes",0.207782298306416,-0.797405689706984,2.93744445249366,-0.271462389367073,0.786035422914871,0.998989415973894,FALSE,"genus"
"g__Psychromicrobium",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Pulveribacter",0.101665209240778,0.542777439758863,2.93520454873672,0.184919800561248,0.853291940222851,0.998989415973894,FALSE,"genus"
"g__Pyricularia",1.92697358254986,-1.87881367252103,0.827049223407292,-2.27170719631494,0.0231042012530173,0.998989415973894,FALSE,"genus"
"g__Pyrococcus",0.002905014821742,-0.515568673058025,2.93787346379214,-0.175490428506251,0.860694291024009,0.998989415973894,FALSE,"genus"
"g__Pyrolobus",0.390077360907693,0.590446142892589,2.53599356483187,0.232826356927974,0.815896245412777,0.998989415973894,FALSE,"genus"
"g__Pyxidicoccus",0.0362829622258147,-0.55753704830722,2.93698906956367,-0.189832864577208,0.849440101922627,0.998989415973894,FALSE,"genus"
"g__Reinekea",0.0308708458531753,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Renibacterium",0.0154354229265877,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Rhodocytophaga",0.165877769772364,-1.55589870808459,2.93521890559194,-0.530079274537384,0.596056968097992,0.998989415973894,FALSE,"genus"
"g__Rhodoferax",0.131441277062702,-0.588631151278368,2.93755384920981,-0.200381399454756,0.841182305564846,0.998989415973894,FALSE,"genus"
"g__Rhodospirillum",0.0698286148576031,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Rickettsia",0.0813655550098971,-1.40211952983,2.93562864432957,-0.477621559027337,0.632919583465497,0.998989415973894,FALSE,"genus"
"g__Romboutsia",1.00296291884109,-3.81033664232875,2.92468504568377,-1.30281947724662,0.192636399566445,0.998989415973894,FALSE,"genus"
"g__Roseibacterium",0.255392704821658,-1.74521965922292,2.52277863744059,-0.691784698555034,0.48907254725543,0.998989415973894,FALSE,"genus"
"g__Roseiflexus",0.21962061909786,-1.88820860688803,2.9339401718368,-0.643574339045201,0.519851494710661,0.998989415973894,FALSE,"genus"
"g__Roseomonas",0.333060551545209,0.485954538905983,1.93455001710004,0.251197712445009,0.80166125308086,0.998989415973894,FALSE,"genus"
"g__Rossellomorea",0.00844215833585905,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Rothia",1.20511885910806,-2.07681928486236,2.29555719701202,-0.904712497499789,0.36561771849699,0.998989415973894,FALSE,"genus"
"g__Rubrobacter",0.145349795200028,-0.973246189209815,2.35199841019831,-0.413795428172826,0.679023932460517,0.998989415973894,FALSE,"genus"
"g__Ruminiclostridium",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Saccharopolyspora",0.0161033246638535,-0.470600881581071,2.93745893507815,-0.160206795050414,0.872718176857846,0.998989415973894,FALSE,"genus"
"g__Saccharothrix",0.0423152026757014,-0.833230478042094,2.93660487331895,-0.283739390890671,0.776610105211593,0.998989415973894,FALSE,"genus"
"g__Salinibacter",0.10981030954893,-1.17515219756924,2.93627086165387,-0.400219275720132,0.688995018462845,0.998989415973894,FALSE,"genus"
"g__Sanguibacter",0.00668248211421342,-0.478144574606135,2.93779775234651,-0.162756123774765,0.870710455689268,0.998989415973894,FALSE,"genus"
"g__Scardovia",0.131772371458716,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998989415973894,FALSE,"genus"
"g__Schaalia",0.910989870798633,-2.91975523505845,2.92768561782412,-0.997291245099069,0.318623162057237,0.998989415973894,FALSE,"genus"
"g__Schnuerera",0.10981030954893,-1.17515219756924,2.93627086165387,-0.400219275720132,0.688995018462845,0.998989415973894,FALSE,"genus"
"g__Sebaldella",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Sedimentibacter",0.177967438566259,-1.5696346522328,2.93517389384427,-0.534767175302519,0.592810863701255,0.998989415973894,FALSE,"genus"
"g__Serinicoccus",0.0188007710384065,-0.382491834865654,2.93761265703457,-0.130204992802478,0.896404244524951,0.998989415973894,FALSE,"genus"
"g__Serpentinicella",0.261563205500046,-2.25359174695329,2.93224795784321,-0.768554289866708,0.442157949976741,0.998989415973894,FALSE,"genus"
"g__Serpentinomonas",0.741130250554447,-3.41388937476182,2.92656146089021,-1.16651894053281,0.243404695261484,0.998989415973894,FALSE,"genus"
"g__Serratia",4.98157000161705,-0.759743204991122,1.44732778533334,-0.524928224753277,0.59963308762655,0.998989415973894,FALSE,"genus"
"g__Shewanella",0.0878482476391439,-1.0450835135965,2.93668571893189,-0.35587175939842,0.721936605843521,0.998989415973894,FALSE,"genus"
"g__Simkania",1.32060012141806,-3.43328942422907,1.56763002876154,-2.1901146069149,0.0285159261424976,0.998989415973894,FALSE,"genus"
"g__Simplicispira",0.0820447084066299,-1.17515219756924,2.93627086165387,-0.400219275720132,0.688995018462845,0.998989415973894,FALSE,"genus"
"g__Singulisphaera",0.153734433368502,-1.43555027687605,2.93554210345156,-0.489023909821684,0.624824769487793,0.998989415973894,FALSE,"genus"
"g__Sinorhizobium",0.00934504052000358,-0.402078107314642,2.93764959719216,-0.136870683181191,0.891133012147433,0.998989415973894,FALSE,"genus"
"g__Skermanella",0.0696047905726678,-0.301577912897756,2.93703221559525,-0.102681172952894,0.918216016459291,0.998989415973894,FALSE,"genus"
"g__Slackia",0.0878482476391439,-1.0450835135965,2.93668571893189,-0.35587175939842,0.721936605843521,0.998989415973894,FALSE,"genus"
"g__Sodaliphilus",1.40507664447325,-4.26499573367369,2.92292426662206,-1.45915369151956,0.144522811225806,0.998989415973894,FALSE,"genus"
"g__Sodalis",0.172106328950664,-1.6149239488112,2.93453780165041,-0.550316287594918,0.582102454674073,0.998989415973894,FALSE,"genus"
"g__Solibacillus",0.539190640040289,-1.10455493476745,2.69955845462697,-0.40916133261507,0.682421268892048,0.998989415973894,FALSE,"genus"
"g__Solimonas",6.87506591609293,-0.543636266083412,1.22884269711608,-0.442396953946382,0.658201982855862,0.998989415973894,FALSE,"genus"
"g__Sphaerobacter",0.0790464146495654,-0.588631151278367,2.93755384920981,-0.200381399454756,0.841182305564846,0.998989415973894,FALSE,"genus"
"g__Sphingobacterium",0.0313948653415016,-0.478144567954594,2.93779775233323,-0.162756121511376,0.87071045747143,0.998989415973894,FALSE,"genus"
"g__Sphingomonas",90.9461661078905,-0.698278741461467,0.699126102395587,-0.998787971252659,0.317897414269397,0.998989415973894,FALSE,"genus"
"g__Sphingorhabdus",0.190044265063105,-0.38113854993371,2.35933951386755,-0.161544596567591,0.871664489598978,0.998989415973894,FALSE,"genus"
"g__Sphingosinicella",0.166178854108664,-0.940174029477121,2.52431505112496,-0.37244718287368,0.709559929735274,0.998989415973894,FALSE,"genus"
"g__Spongiibacter",0.102062562220807,-1.04508352067492,2.93668571890831,-0.355871761811618,0.721936604036212,0.998989415973894,FALSE,"genus"
"g__Sporisorium",36.0073120701446,-0.364586513422138,0.576484479038431,-0.632430753435485,0.527105443676741,0.998989415973894,FALSE,"genus"
"g__Stackebrandtia",0.0753886712726107,-0.703386515215832,2.93726669536648,-0.239469747954934,0.810741351748418,0.998989415973894,FALSE,"genus"
"g__Staphylococcus",1.48254774919287,-2.1958774300756,1.49622429455632,-1.4676124683076,0.142209519252724,0.998989415973894,FALSE,"genus"
"g__Staphylospora",0.0878482476391439,-1.0450835135965,2.93668571893189,-0.35587175939842,0.721936605843521,0.998989415973894,FALSE,"genus"
"g__Stella",0.569579803121466,0.705459013826968,2.14475049814069,0.328923580826087,0.74221345022027,0.998989415973894,FALSE,"genus"
"g__Stenotrophomonas",2.50089238755002,0.738626339988186,1.61317359858153,0.457871577267109,0.64704470798445,0.998989415973894,FALSE,"genus"
"g__Steroidobacter",0.0817792690340973,-0.25193537859492,2.93645333719639,-0.0857958052333492,0.931628741123342,0.998989415973894,FALSE,"genus"
"g__Streptacidiphilus",0.288060862356877,-0.399781174895468,2.70984626290906,-0.147529098003625,0.882714414118022,0.998989415973894,FALSE,"genus"
"g__Streptococcus",14.5328585844586,-2.05262584653847,1.86849046708844,-1.09854766866269,0.271965414485616,0.998989415973894,FALSE,"genus"
"g__Streptomonospora",0.206604368030019,-1.23376664121391,2.52856488172406,-0.487931573411985,0.625598309605493,0.998989415973894,FALSE,"genus"
"g__Streptosporangium",0.111446816954506,-0.463586683525852,2.21439109223493,-0.209351764984733,0.834173644336602,0.998989415973894,FALSE,"genus"
"g__Suicoccus",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
"g__Sulfodiicoccus",0.049932157476007,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Sulfuracidifex",0.0186900810400072,-0.261484831295202,2.93739491000189,-0.0890192974750658,0.929066573836717,0.998989415973894,FALSE,"genus"
"g__Sulfuricurvum",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Sutterella",0.320257351258757,-0.839815120109342,2.93588924969415,-0.28605136252903,0.774838782719142,0.998989415973894,FALSE,"genus"
"g__Symmachiella",0.0373974848363737,-0.797405690099321,2.93744445249272,-0.271462389500724,0.78603542281209,0.998989415973894,FALSE,"genus"
"g__Synechococcus",0.170824824427433,-1.0001996926606,2.34212300745776,-0.427048318758569,0.669344134465141,0.998989415973894,FALSE,"genus"
"g__Syntrophobacter",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998989415973894,FALSE,"genus"
"g__Syntrophotalea",0.049226825043978,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998989415973894,FALSE,"genus"
"g__Tabrizicola",0.0651643331002892,-0.978770993821217,2.93656380848839,-0.333304861618194,0.738904169961013,0.998989415973894,FALSE,"genus"
"g__Tannerella",0.172236602245774,-1.24587761803258,2.93517898118704,-0.424463934232973,0.671227502468054,0.998989415973894,FALSE,"genus"
"g__Tatumella",0.454518679451362,-1.43555028224845,2.93554210343781,-0.489023911654095,0.624824768190514,0.998989415973894,FALSE,"genus"
"g__Tepidanaerobacter",0.448116959915733,-2.46423041924445,2.75971868061991,-0.892928122184873,0.371895665954995,0.998989415973894,FALSE,"genus"
"g__Tepidiforma",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Terribacillus",0.231719368771636,-0.240838913503919,1.2943735591012,-0.186066002206623,0.852393002620801,0.998989415973894,FALSE,"genus"
"g__Terricaulis",0.0528329077629613,-0.917493020010776,2.93710304106857,-0.312380262858254,0.754751548371392,0.998989415973894,FALSE,"genus"
"g__Tessaracoccus",0.00632401540541737,-0.66731411446223,2.93776490456545,-0.227150277895003,0.820306889569782,0.998989415973894,FALSE,"genus"
"g__Thalassococcus",0.0195668166799705,-0.842631023824797,2.93733359013739,-0.286869365690733,0.774212347696928,0.998989415973894,FALSE,"genus"
"g__Thalassoglobus",0.0878077493691771,-1.17515183090752,2.93627086277466,-0.400219150694104,0.688995110541474,0.998989415973894,FALSE,"genus"
"g__Thalassotalea",0.130785725517784,-0.286806753437685,2.93743902094063,-0.097638368453975,0.922219456429518,0.998989415973894,FALSE,"genus"
"g__Thauera",0.513684228377264,2.09564337406201,2.92962674637402,0.715327772268524,0.474406531507912,0.998989415973894,FALSE,"genus"
"g__Theileria",4.06412995016415,0.393442848484149,1.40666469368476,0.279699099757403,0.779708369062919,0.998989415973894,FALSE,"genus"
"g__Thermoanaerobacterium",0.248049196166984,-1.37768596941869,2.51127496397196,-0.54860020873209,0.583279842568361,0.998989415973894,FALSE,"genus"
"g__Thermoanaerosceptrum",0.222175659682645,-0.492978416307931,2.93736873833331,-0.16782993904526,0.866717068604049,0.998989415973894,FALSE,"genus"
"g__Thermomonospora",0.122223477270739,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998989415973894,FALSE,"genus"
"g__Thermothielavioides",25.0955146942998,0.362614587333024,0.895213927169742,0.405059144331507,0.685434036864262,0.998989415973894,FALSE,"genus"
"g__Thermotoga",10.4517871497679,-0.936480711041804,0.702152780012533,-1.33372784057778,0.182293067158368,0.998989415973894,FALSE,"genus"
"g__Thermotomaculum",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998989415973894,FALSE,"genus"
